proyecto,ruta,elemento,clasificacion,referencias,justificacion
SERVER-IA PERIMETRALES,src\analityc\core\analytics\mivolo_vendor\__init__.py,[modulo] analityc.core.analytics.mivolo_vendor,ACTIVO,1,alcanzable desde iniciar_servidor_headless; 1 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\analityc\core\analytics\mivolo_vendor\cross_bottleneck_attn.py,[modulo] analityc.core.analytics.mivolo_vendor.cross_bottleneck_attn,DUDOSO,1,"NO alcanzable, pero 1 modulo(s) lo importan: analityc.core.analytics.mivolo_vendor.mivolo_model"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\mivolo_vendor\mivolo_model.py,[modulo] analityc.core.analytics.mivolo_vendor.mivolo_model,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,src\analityc\core\analytics\people_counter.py,[modulo] analityc.core.analytics.people_counter,ACTIVO,1,alcanzable desde iniciar_servidor_headless; 1 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\analityc\core\analytics\telemetria_demografica.py,[modulo] analityc.core.analytics.telemetria_demografica,ACTIVO,2,alcanzable desde iniciar_servidor_headless; 2 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\analityc\core\analytics\verificador_vlm.py,[modulo] analityc.core.analytics.verificador_vlm,ACTIVO,3,alcanzable desde iniciar_servidor_headless; 3 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\analityc\core\base_perimeter.py,[modulo] analityc.core.base_perimeter,ACTIVO,1,alcanzable desde iniciar_servidor_headless; 1 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\analityc\core\botsort_wrapper.py,[modulo] analityc.core.botsort_wrapper,ACTIVO,1,alcanzable desde iniciar_servidor_headless; 1 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\analityc\core\car_washed.py,[modulo] analityc.core.car_washed,ACTIVO,1,alcanzable desde iniciar_servidor_headless; 1 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\analityc\core\class_base.py,[modulo] analityc.core.class_base,MUERTO,0,NO alcanzable y 0 modulos lo importan
SERVER-IA PERIMETRALES,src\analityc\core\hardware_available.py,[modulo] analityc.core.hardware_available,ACTIVO,2,alcanzable desde iniciar_servidor_headless; 2 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\analityc\core\multimodal_router.py,[modulo] analityc.core.multimodal_router,ACTIVO,5,alcanzable desde iniciar_servidor_headless; 5 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\analityc\core\person_amazona_inference.py,[modulo] analityc.core.person_amazona_inference,ACTIVO,8,alcanzable desde iniciar_servidor_headless; 8 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\analityc\core\puente_vigilante.py,[modulo] analityc.core.puente_vigilante,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,src\analityc\core\utils\__init__.py,[modulo] analityc.core.utils,ACTIVO,0,alcanzable desde iniciar_servidor_headless; 0 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\analityc\core\utils\logger.py,[modulo] analityc.core.utils.logger,ACTIVO,1,alcanzable desde iniciar_servidor_headless; 1 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\analityc\core\utils\overlay.py,[modulo] analityc.core.utils.overlay,ACTIVO,1,alcanzable desde iniciar_servidor_headless; 1 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\app\__init__.py,[modulo] app,ACTIVO,0,alcanzable desde iniciar_servidor_headless; 0 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\app\app.py,[modulo] app.app,ACTIVO,3,alcanzable desde iniciar_servidor_headless; 3 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\app\core\__init__.py,[modulo] app.core,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,src\app\dashboard.py,[modulo] app.dashboard,ACTIVO,2,alcanzable desde iniciar_servidor_headless; 2 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\app\dashboard_tienda.py,[modulo] app.dashboard_tienda,ACTIVO,1,alcanzable desde iniciar_servidor_headless; 1 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\app\server.py,[modulo] app.server,DUDOSO,1,"NO alcanzable, pero 1 modulo(s) lo importan: main"
SERVER-IA PERIMETRALES,demo.py,[modulo] demo,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,src\gui\__init__.py,[modulo] gui,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,src\gui\q_application.py,[modulo] gui.q_application,DUDOSO,1,"NO alcanzable, pero 1 modulo(s) lo importan: main"
SERVER-IA PERIMETRALES,src\gui\window_main.py,[modulo] gui.window_main,DUDOSO,1,"NO alcanzable, pero 1 modulo(s) lo importan: main"
SERVER-IA PERIMETRALES,iniciar_servidor_headless.py,[modulo] iniciar_servidor_headless,ACTIVO,0,alcanzable desde iniciar_servidor_headless; 0 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\libs\files_save.py,[modulo] libs.files_save,MUERTO,0,NO alcanzable y 0 modulos lo importan
SERVER-IA PERIMETRALES,main.py,[modulo] main,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,scripts\banco_offline.py,[modulo] scripts.banco_offline,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,scripts\benchmark_demografia.py,[modulo] scripts.benchmark_demografia,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,scripts\comparar_vlm.py,[modulo] scripts.comparar_vlm,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,scripts\convertir_mivolo_onnx.py,[modulo] scripts.convertir_mivolo_onnx,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,scripts\evaluar_etiquetado.py,[modulo] scripts.evaluar_etiquetado,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,scripts\preparar_etiquetado.py,[modulo] scripts.preparar_etiquetado,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,scripts\resumen_telemetria.py,[modulo] scripts.resumen_telemetria,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,scripts\setup_buffalo_l_genderage.py,[modulo] scripts.setup_buffalo_l_genderage,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,scripts\setup_face_embedding.py,[modulo] scripts.setup_face_embedding,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,scripts\setup_mivolo.py,[modulo] scripts.setup_mivolo,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,scripts\setup_modelos.py,[modulo] scripts.setup_modelos,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,scripts\test_agregador.py,[modulo] scripts.test_agregador,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,scripts\test_delete_sync.py,[modulo] scripts.test_delete_sync,DUDOSO,0,NO alcanzable; es script/herramienta independiente (entrada propia)
SERVER-IA PERIMETRALES,scripts\test_demographics_diagnostico.py,[modulo] scripts.test_demographics_diagnostico,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,scripts\test_reidentification.py,[modulo] scripts.test_reidentification,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,scripts\test_verificador_vlm.py,[modulo] scripts.test_verificador_vlm,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,scripts\verificar_entorno.py,[modulo] scripts.verificar_entorno,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,tools\bench_qwen_vlm.py,[modulo] tools.bench_qwen_vlm,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,tools\benchmark.py,[modulo] tools.benchmark,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,tools\eval_demografia.py,[modulo] tools.eval_demografia,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,tools\multicam_grid_test.py,[modulo] tools.multicam_grid_test,DUDOSO,0,NO alcanzable; es script/herramienta independiente (entrada propia)
SERVER-IA PERIMETRALES,tools\multicam_test.py,[modulo] tools.multicam_test,DUDOSO,0,NO alcanzable; es script/herramienta independiente (entrada propia)
SERVER-IA PERIMETRALES,tools\send_test_ws.py,[modulo] tools.send_test_ws,DUDOSO,0,NO alcanzable; es script/herramienta independiente (entrada propia)
SERVER-IA PERIMETRALES,vigilante_amazonas\__init__.py,[modulo] vigilante_amazonas,ACTIVO,26,alcanzable desde iniciar_servidor_headless; 26 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\adaptador_websocket.py,[modulo] vigilante_amazonas.adaptador_websocket,ACTIVO,1,alcanzable desde iniciar_servidor_headless; 1 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\captura\__init__.py,[modulo] vigilante_amazonas.captura,ACTIVO,0,alcanzable desde iniciar_servidor_headless; 0 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\captura\fuente_rtsp.py,[modulo] vigilante_amazonas.captura.fuente_rtsp,ACTIVO,7,alcanzable desde iniciar_servidor_headless; 7 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\config.py,[modulo] vigilante_amazonas.config,ACTIVO,26,alcanzable desde iniciar_servidor_headless; 26 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\deteccion\__init__.py,[modulo] vigilante_amazonas.deteccion,ACTIVO,0,alcanzable desde iniciar_servidor_headless; 0 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\deteccion\clasificador_vehiculos.py,[modulo] vigilante_amazonas.deteccion.clasificador_vehiculos,ACTIVO,2,alcanzable desde iniciar_servidor_headless; 2 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\deteccion\detector.py,[modulo] vigilante_amazonas.deteccion.detector,ACTIVO,3,alcanzable desde iniciar_servidor_headless; 3 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\deteccion\mapeo_clases.py,[modulo] vigilante_amazonas.deteccion.mapeo_clases,ACTIVO,4,alcanzable desde iniciar_servidor_headless; 4 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\deteccion\motor.py,[modulo] vigilante_amazonas.deteccion.motor,ACTIVO,2,alcanzable desde iniciar_servidor_headless; 2 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\deteccion\rastreador.py,[modulo] vigilante_amazonas.deteccion.rastreador,ACTIVO,8,alcanzable desde iniciar_servidor_headless; 8 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\ejemplo_cliente\consumo_alertas.py,[modulo] vigilante_amazonas.ejemplo_cliente.consumo_alertas,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,vigilante_amazonas\main.py,[modulo] vigilante_amazonas.main,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\__init__.py,[modulo] vigilante_amazonas.servicios,ACTIVO,4,alcanzable desde iniciar_servidor_headless; 4 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\analizador_asincrono.py,[modulo] vigilante_amazonas.servicios.analizador_asincrono,DUDOSO,1,"NO alcanzable, pero 1 modulo(s) lo importan: vigilante_amazonas.main"
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\clasificador_seguridad.py,[modulo] vigilante_amazonas.servicios.clasificador_seguridad,ACTIVO,1,alcanzable desde iniciar_servidor_headless; 1 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\clip_compartido.py,[modulo] vigilante_amazonas.servicios.clip_compartido,ACTIVO,3,alcanzable desde iniciar_servidor_headless; 3 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\detector_merodeo.py,[modulo] vigilante_amazonas.servicios.detector_merodeo,ACTIVO,1,alcanzable desde iniciar_servidor_headless; 1 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\embebedor_rostro.py,[modulo] vigilante_amazonas.servicios.embebedor_rostro,ACTIVO,1,alcanzable desde iniciar_servidor_headless; 1 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\embebedor_vestimenta.py,[modulo] vigilante_amazonas.servicios.embebedor_vestimenta,ACTIVO,1,alcanzable desde iniciar_servidor_headless; 1 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\emisor_alertas.py,[modulo] vigilante_amazonas.servicios.emisor_alertas,ACTIVO,1,alcanzable desde iniciar_servidor_headless; 1 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\emisor_whatsapp.py,[modulo] vigilante_amazonas.servicios.emisor_whatsapp,ACTIVO,1,alcanzable desde iniciar_servidor_headless; 1 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\galeria.py,[modulo] vigilante_amazonas.servicios.galeria,ACTIVO,1,alcanzable desde iniciar_servidor_headless; 1 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\motor_reid.py,[modulo] vigilante_amazonas.servicios.motor_reid,ACTIVO,3,alcanzable desde iniciar_servidor_headless; 3 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\nucleo_servicios.py,[modulo] vigilante_amazonas.servicios.nucleo_servicios,ACTIVO,2,alcanzable desde iniciar_servidor_headless; 2 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\rastreador_area.py,[modulo] vigilante_amazonas.servicios.rastreador_area,ACTIVO,1,alcanzable desde iniciar_servidor_headless; 1 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\verificador_vlm.py,[modulo] vigilante_amazonas.servicios.verificador_vlm,ACTIVO,2,alcanzable desde iniciar_servidor_headless; 2 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\utilidades\__init__.py,[modulo] vigilante_amazonas.utilidades,ACTIVO,0,alcanzable desde iniciar_servidor_headless; 0 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\utilidades\registro.py,[modulo] vigilante_amazonas.utilidades.registro,ACTIVO,23,alcanzable desde iniciar_servidor_headless; 23 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\verificar_entorno.py,[modulo] vigilante_amazonas.verificar_entorno,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,vigilante_amazonas\web\__init__.py,[modulo] vigilante_amazonas.web,ACTIVO,0,alcanzable desde iniciar_servidor_headless; 0 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\web\base_datos.py,[modulo] vigilante_amazonas.web.base_datos,ACTIVO,5,alcanzable desde iniciar_servidor_headless; 5 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\web\dashboard.py,[modulo] vigilante_amazonas.web.dashboard,ACTIVO,1,alcanzable desde iniciar_servidor_headless; 1 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\web\lanzador.py,[modulo] vigilante_amazonas.web.lanzador,ACTIVO,3,alcanzable desde iniciar_servidor_headless; 3 modulo(s) lo importan
SERVER-IA PERIMETRALES,vigilante_amazonas\web\panel.py,[modulo] vigilante_amazonas.web.panel,ACTIVO,1,alcanzable desde iniciar_servidor_headless; 1 modulo(s) lo importan
SERVER-IA PERIMETRALES,webapp\app.py,[modulo] webapp.app,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,webapp\deep_analyzer.py,[modulo] webapp.deep_analyzer,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,webapp\report_generator.py,[modulo] webapp.report_generator,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,demo.py,[funcion] parse_args:55,DUDOSO,11,"modulo no alcanzable, pero el simbolo se cita en 11 modulo(s)"
SERVER-IA PERIMETRALES,demo.py,[funcion] main:128,DUDOSO,30,"modulo no alcanzable, pero el simbolo se cita en 30 modulo(s)"
SERVER-IA PERIMETRALES,iniciar_servidor_headless.py,[funcion] main:75,ACTIVO,30,"usado en 30 modulo(s): demo, main, scripts.banco_offline"
SERVER-IA PERIMETRALES,main.py,[funcion] main:16,DUDOSO,30,"modulo no alcanzable, pero el simbolo se cita en 30 modulo(s)"
SERVER-IA PERIMETRALES,scripts\banco_offline.py,[funcion] cargar_modelos:61,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
SERVER-IA PERIMETRALES,scripts\banco_offline.py,[funcion] analizar_crop:109,MUERTO,0,modulo no alcanzable y 0 referencias externas
SERVER-IA PERIMETRALES,scripts\banco_offline.py,[funcion] dibujar_ficha:264,MUERTO,0,modulo no alcanzable y 0 referencias externas
SERVER-IA PERIMETRALES,scripts\banco_offline.py,[funcion] construir_contact_sheet:303,MUERTO,0,modulo no alcanzable y 0 referencias externas
SERVER-IA PERIMETRALES,scripts\banco_offline.py,[funcion] imprimir_informe:323,MUERTO,0,modulo no alcanzable y 0 referencias externas
SERVER-IA PERIMETRALES,scripts\banco_offline.py,[funcion] main:392,DUDOSO,30,"modulo no alcanzable, pero el simbolo se cita en 30 modulo(s)"
SERVER-IA PERIMETRALES,scripts\benchmark_demografia.py,[funcion] construir_escena:62,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,scripts\benchmark_demografia.py,[funcion] medir:88,DUDOSO,3,"modulo no alcanzable, pero el simbolo se cita en 3 modulo(s)"
SERVER-IA PERIMETRALES,scripts\benchmark_demografia.py,[funcion] main:108,DUDOSO,30,"modulo no alcanzable, pero el simbolo se cita en 30 modulo(s)"
SERVER-IA PERIMETRALES,scripts\comparar_vlm.py,[funcion] cargar_muestras:43,MUERTO,0,modulo no alcanzable y 0 referencias externas
SERVER-IA PERIMETRALES,scripts\comparar_vlm.py,[funcion] probar:69,MUERTO,0,modulo no alcanzable y 0 referencias externas
SERVER-IA PERIMETRALES,scripts\comparar_vlm.py,[funcion] main:134,DUDOSO,30,"modulo no alcanzable, pero el simbolo se cita en 30 modulo(s)"
SERVER-IA PERIMETRALES,scripts\convertir_mivolo_onnx.py,[funcion] parche_timm:28,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,scripts\convertir_mivolo_onnx.py,[funcion] main:44,DUDOSO,30,"modulo no alcanzable, pero el simbolo se cita en 30 modulo(s)"
SERVER-IA PERIMETRALES,scripts\evaluar_etiquetado.py,[funcion] wilson:39,MUERTO,0,modulo no alcanzable y 0 referencias externas
SERVER-IA PERIMETRALES,scripts\evaluar_etiquetado.py,[funcion] pct:55,DUDOSO,6,"modulo no alcanzable, pero el simbolo se cita en 6 modulo(s)"
SERVER-IA PERIMETRALES,scripts\evaluar_etiquetado.py,[funcion] cargar_etiquetas:64,MUERTO,0,modulo no alcanzable y 0 referencias externas
SERVER-IA PERIMETRALES,scripts\evaluar_etiquetado.py,[funcion] main:85,DUDOSO,30,"modulo no alcanzable, pero el simbolo se cita en 30 modulo(s)"
SERVER-IA PERIMETRALES,scripts\preparar_etiquetado.py,[funcion] dibujar_celda:49,MUERTO,0,modulo no alcanzable y 0 referencias externas
SERVER-IA PERIMETRALES,scripts\preparar_etiquetado.py,[funcion] main:68,DUDOSO,30,"modulo no alcanzable, pero el simbolo se cita en 30 modulo(s)"
SERVER-IA PERIMETRALES,scripts\resumen_telemetria.py,[funcion] cargar:47,DUDOSO,17,"modulo no alcanzable, pero el simbolo se cita en 17 modulo(s)"
SERVER-IA PERIMETRALES,scripts\resumen_telemetria.py,[funcion] imprimir_resumen:74,MUERTO,0,modulo no alcanzable y 0 referencias externas
SERVER-IA PERIMETRALES,scripts\resumen_telemetria.py,[funcion] main:145,DUDOSO,30,"modulo no alcanzable, pero el simbolo se cita en 30 modulo(s)"
SERVER-IA PERIMETRALES,scripts\setup_buffalo_l_genderage.py,[funcion] step:36,DUDOSO,3,"modulo no alcanzable, pero el simbolo se cita en 3 modulo(s)"
SERVER-IA PERIMETRALES,scripts\setup_buffalo_l_genderage.py,[funcion] ok:40,DUDOSO,26,"modulo no alcanzable, pero el simbolo se cita en 26 modulo(s)"
SERVER-IA PERIMETRALES,scripts\setup_buffalo_l_genderage.py,[funcion] err:44,DUDOSO,2,"modulo no alcanzable, pero el simbolo se cita en 2 modulo(s)"
SERVER-IA PERIMETRALES,scripts\setup_buffalo_l_genderage.py,[funcion] download_with_progress:48,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
SERVER-IA PERIMETRALES,scripts\setup_buffalo_l_genderage.py,[funcion] main:63,DUDOSO,30,"modulo no alcanzable, pero el simbolo se cita en 30 modulo(s)"
SERVER-IA PERIMETRALES,scripts\setup_face_embedding.py,[funcion] step:26,DUDOSO,3,"modulo no alcanzable, pero el simbolo se cita en 3 modulo(s)"
SERVER-IA PERIMETRALES,scripts\setup_face_embedding.py,[funcion] ok:27,DUDOSO,26,"modulo no alcanzable, pero el simbolo se cita en 26 modulo(s)"
SERVER-IA PERIMETRALES,scripts\setup_face_embedding.py,[funcion] err:28,DUDOSO,2,"modulo no alcanzable, pero el simbolo se cita en 2 modulo(s)"
SERVER-IA PERIMETRALES,scripts\setup_face_embedding.py,[funcion] download_with_progress:31,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
SERVER-IA PERIMETRALES,scripts\setup_face_embedding.py,[funcion] main:42,DUDOSO,30,"modulo no alcanzable, pero el simbolo se cita en 30 modulo(s)"
SERVER-IA PERIMETRALES,scripts\setup_mivolo.py,[funcion] step:50,DUDOSO,3,"modulo no alcanzable, pero el simbolo se cita en 3 modulo(s)"
SERVER-IA PERIMETRALES,scripts\setup_mivolo.py,[funcion] ok:54,DUDOSO,26,"modulo no alcanzable, pero el simbolo se cita en 26 modulo(s)"
SERVER-IA PERIMETRALES,scripts\setup_mivolo.py,[funcion] err:58,DUDOSO,2,"modulo no alcanzable, pero el simbolo se cita en 2 modulo(s)"
SERVER-IA PERIMETRALES,scripts\setup_mivolo.py,[funcion] run:62,DUDOSO,25,"modulo no alcanzable, pero el simbolo se cita en 25 modulo(s)"
SERVER-IA PERIMETRALES,scripts\setup_mivolo.py,[funcion] step1_clone_repo:73,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,scripts\setup_mivolo.py,[funcion] step2_install_deps:87,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,scripts\setup_mivolo.py,[funcion] step3_download_checkpoint:98,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,scripts\setup_mivolo.py,[funcion] step4_convert_to_onnx:123,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,scripts\setup_mivolo.py,[funcion] step5_verify:185,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,scripts\setup_mivolo.py,[funcion] cleanup:210,DUDOSO,2,"modulo no alcanzable, pero el simbolo se cita en 2 modulo(s)"
SERVER-IA PERIMETRALES,scripts\setup_mivolo.py,[funcion] main:217,DUDOSO,30,"modulo no alcanzable, pero el simbolo se cita en 30 modulo(s)"
SERVER-IA PERIMETRALES,scripts\setup_modelos.py,[funcion] main:125,DUDOSO,30,"modulo no alcanzable, pero el simbolo se cita en 30 modulo(s)"
SERVER-IA PERIMETRALES,scripts\test_agregador.py,[funcion] comprobar:34,DUDOSO,2,"modulo no alcanzable, pero el simbolo se cita en 2 modulo(s)"
SERVER-IA PERIMETRALES,scripts\test_agregador.py,[funcion] muestra:40,DUDOSO,13,"modulo no alcanzable, pero el simbolo se cita en 13 modulo(s)"
SERVER-IA PERIMETRALES,scripts\test_delete_sync.py,[funcion] main:35,DUDOSO,30,"modulo no alcanzable, pero el simbolo se cita en 30 modulo(s)"
SERVER-IA PERIMETRALES,scripts\test_demographics_diagnostico.py,[funcion] banner:48,DUDOSO,6,"modulo no alcanzable, pero el simbolo se cita en 6 modulo(s)"
SERVER-IA PERIMETRALES,scripts\test_demographics_diagnostico.py,[funcion] load_all_classifiers:52,MUERTO,0,modulo no alcanzable y 0 referencias externas
SERVER-IA PERIMETRALES,scripts\test_demographics_diagnostico.py,[funcion] detect_persons:115,MUERTO,0,modulo no alcanzable y 0 referencias externas
SERVER-IA PERIMETRALES,scripts\test_demographics_diagnostico.py,[funcion] diagnose_one_image:132,MUERTO,0,modulo no alcanzable y 0 referencias externas
SERVER-IA PERIMETRALES,scripts\test_demographics_diagnostico.py,[funcion] main:300,DUDOSO,30,"modulo no alcanzable, pero el simbolo se cita en 30 modulo(s)"
SERVER-IA PERIMETRALES,scripts\test_reidentification.py,[funcion] banner:36,DUDOSO,6,"modulo no alcanzable, pero el simbolo se cita en 6 modulo(s)"
SERVER-IA PERIMETRALES,scripts\test_reidentification.py,[funcion] main:40,DUDOSO,30,"modulo no alcanzable, pero el simbolo se cita en 30 modulo(s)"
SERVER-IA PERIMETRALES,scripts\test_verificador_vlm.py,[funcion] comprobar:33,DUDOSO,2,"modulo no alcanzable, pero el simbolo se cita en 2 modulo(s)"
SERVER-IA PERIMETRALES,scripts\verificar_entorno.py,[funcion] titulo:33,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
SERVER-IA PERIMETRALES,scripts\verificar_entorno.py,[funcion] linea:40,DUDOSO,5,"modulo no alcanzable, pero el simbolo se cita en 5 modulo(s)"
SERVER-IA PERIMETRALES,scripts\verificar_entorno.py,[funcion] verificar_sistema:58,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,scripts\verificar_entorno.py,[funcion] verificar_driver_nvidia:77,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
